"","title","genres","release_date","release_country","movie_rating","review_rating","movie_run_time","plot","cast","language","filming_locations","budget","lon","lat"
"1587","Central Park (2017)","Horror| Thriller","6-Jun-17","USA",NA,7.6,"90 min","Directed by Justin Reinsilber. With Grace Van Patten, Ruby Modine, Marina Squerciati, Michael Lombardi. Central Park is a unique, genre bending thriller/horror film that spans one night in the worlds' most famous park. Six best friends, high school students, prepare for a night of fun. School is boring, family life unbearable, and Harold and his friends have turned Central Park into their 'spot'. Young and invincible; Harold and his crew own this city. Unbeknownst to them, a revenge-seeking ...","Grace Van Patten|Ruby Modine|Marina Squerciati|Michael Lombardi|David Valcin|Jordyn DiNatale|Sarah Mezzanotte|Justin Reinsilber|Nicole Balsam|Claudia Peters|Aaron Roman Weiner|Justiin A. Davis|Deema Aitken|Charles Borland|Shumerria Harris","English","Central Park, Manhattan, New York City, New York, USA",NA,-73.9653551,40.7828647
"1588","The Apparition (2012)","Horror| Thriller","24-Aug-12","USA","PG-13",4.1,"83 min","Directed by Todd Lincoln. With Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill. A couple is haunted by a supernatural presence that is unleashed during a college experiment.","Ashley Greene|Sebastian Stan|Tom Felton|Julianna Guill|Luke Pasqualino|Rick Gomez|Anna Clark|Suzanne Ford|Tim Williams","English","California, USA","$17,000,000",-119.4179324,36.778261
"1589","Haunt (2014)","Horror| Mystery| Romance","20-Mar-14","Kuwait","R",5.2,"86 min","Directed by Mac Carter. With Jacki Weaver, Liana Liberato, Harrison Gilbertson, Ione Skye. An introvert teen befriends his new neighbor, and together the couple begin to explore the haunted house that his family has just purchased.","Harrison Gilbertson|Liana Liberato|Jacki Weaver|Ione Skye|Brian Wimmer|Danielle Chuchran|Ella Harris|Carl Hadra|Sebastian Michael Barr|Brooke Kelly|Maggie Scott|Jan Broberg|Aline Andrade|Jarrod Phillips|Kasia Kowalczyk","English","Salt Lake City, Utah, USA",NA,-111.8910474,40.7607793
"1590","Rosewood Lane (2011)","Horror| Thriller","5-Jul-12","Russia","R",4.6,"97 min","Directed by Victor Salva. With Rose McGowan, Lin Shaye, Ray Wise, Lesley-Anne Down. When radio talk show psychiatrist, Dr. Sonny Blake, moves back to her hometown, she takes notice of her neighborhood paper boy's unusual behavior.","Rose McGowan|Lin Shaye|Ray Wise|Lesley-Anne Down|Luna Lauren Velez|Bill Fagerbakke|Rance Howard|Judson Mills|Ashton Moio|Tom Tarantini|Steve Tom|Sonny Marinelli|Josh Ethier|Daniel Ross Owens|Christopher Gehrman","English","Los Angeles, California, USA",NA,-118.2436849,34.0522342
"1591","The Shadow Within (2017)","Crime| Horror","2017","USA",NA,NA,NA,"Directed by Tiago Mesquita. With Lindsay Lohan, Charlotte Beckett, Gianni Capaldi, Dominik Madani. A private investigator must unravel the murder of her uncle while keeping the secret that she is a descendant from a line of werewolves.","Lindsay Lohan|Charlotte Beckett|Gianni Capaldi|Dominik Madani|Reynald Bialès|Barry Jay Minoff|Kristoffel Verdonck|John Flanders|Peter Organ|Daniel Hugh Kelly|Jean-Michel Vovk|Olivier Englebert|Bond Mgebrishvili|Gaelle Gillis|Sulaiman Rochemont","English","Brussels, Belgium",NA,4.3517211,50.8503463
"1592","ATM (2012)","Horror| Thriller","2-Mar-12","USA","R",4.7,"90 min","Directed by David Brooks. With Alice Eve, Josh Peck, Brian Geraghty, Mike O'Brian. On a late night visit to an ATM, three co-workers end up in a desperate fight for their lives when they become trapped by an unknown man.","Brian Geraghty|Alice Eve|Josh Peck|Mike O'Brian|Robert Huculak|Ernesto Griffith|Bryan Terrell Clark|Dan De Jaeger|Omar Alex Khan|Aaron Hughes|Will Woytowich|Glen Thompson","English","Manitoba, Canada","$3,000,000",-98.8138762,53.7608608
"1593","The Devil's Dolls (2016)","Horror| Thriller","16-Sep-16","USA","NOT RATED",4.2,"85 min","Directed by Padraig Reynolds. With Christopher Wiehl, Kym Jackson, Tina Lifford, Samantha Smith. In the aftermath of the hunt for a serial killer, an ancient curse consumes a city, causing a series of brutal murders and pitting a detective against the clock to save his daughter's life.","Christopher Wiehl|Kym Jackson|Tina Lifford|Samantha Smith|Yohance Myles|Kennedy Brice|Brea Grant|R. Brandon Johnson|Ashlynn Ross|Matty Ferraro|Melissa Nearman|Jo-Ann Robinson|Naomi Kyle|Daniel James|Emerson Rhinewalt","English","Canton, Mississippi, USA",NA,-90.0367512,32.6126381
"1594","The Covenant (2017)","Horror","7-Feb-17","USA",NA,3.3,NA,"Directed by Robert Conway. With Monica Engesser, Owen Conway, Clint James, Sanford Gibbons. After the tragic deaths of her husband and daughter, Sarah Doyle moves back to her childhood home with her estranged brother, Richard. It's not long before Sarah begins to experience supernatural phenomena of a violent and hostile nature. Bewildered and desperate, Richard enlists the aid of a paranormal investigator who confirms that Sarah has become possessed by a powerful demon. Together, the ...","Monica Engesser|Owen Conway|Clint James|Sanford Gibbons|Maria Olsen|Shawn Saavedra|Richard Lippert|Christian Collier|Laura Durant|Sedona Feretto|Amelia Haberman|Cat Hartmann|Greg Lutz|Liz Manning|Chris Mascarelli","English","Globe, Arizona, USA",NA,-110.7864984,33.3942223
"1595","Chained (2012)","Horror| Thriller","18-Jul-13","South Korea","R",6.4,"94 min","Directed by Jennifer Lynch. With Vincent D'Onofrio, Eamon Farren, Evan Bird, Julia Ormond. Bob, a cab-driving serial killer who stalks his prey on the city streets alongside his reluctant protégé Tim, who must make a life or death choice between following in Bob's footsteps or breaking free from his captor.","Vincent D'Onofrio|Eamon Farren|Evan Bird|Julia Ormond|Conor Leslie|Jake Weber|Gina Philips|Daniel Maslany|Benjamin DeWalt|Lyndon Bray|Michael Maslany|Kate Herriot|Alexander Doerksen|Troy Skog|Shannon Jardine","English","Moose Jaw, Saskatchewan, Canada",NA,-105.5348562,50.3915811
"1596","Nymph (2014)","Drama| Fantasy| Horror| Thriller","1-May-14","Serbia","NOT RATED",4.1,"94 min","Directed by Milan Todorovic. With Kristina Klebe, Franco Nero, Natalie Burn, Dragan Micanovic. Two young American women go on a Mediterranean vacation and uncover the watery lair of a killer mermaid hidden beneath an abandoned military fortress. What was once a carefree adventure becomes a deadly fight for survival.","Kristina Klebe|Franco Nero|Natalie Burn|Dragan Micanovic|Miodrag 'Miki' Krstovic|Slobodan Stefanovic|Sofija Rajovic|Zorana Kostic Obradovic|Jelena Rakocevic|Janko Cekic|Miki Peric|Milena Predic|Mina Sablic|Zarko Dudic|Slobodan Jocic","English|Serbian","Rose, Montenegro",NA,18.5574478,42.4273755
"1597","Father's Day (2011)","Action| Comedy| Horror","11-Jan-14","Japan","NOT RATED",6,"99 min","Directed by Adam Brooks, Jeremy Gillespie, Matthew Kennedy. With Adam Brooks, Matthew Kennedy, Conor Sweeney, Amy Groening. A murderer, a priest, and a delinquent try to bring down a father-killing madman.","Adam Brooks|Matthew Kennedy|Conor Sweeney|Amy Groening|Garrett Hnatiuk|Brent Neale|Kevin Anderson|Meredith Sweeney|Zsuzsi|Lloyd Kaufman|Mackenzie Murdock|Billy Sadoo|Falcon Van Der Baek|Kyle Young|Murray Davidson","English","Kenora, Ontario, Canada","$10,000",-94.4893924,49.7670416
"1598","Frankenstein's Army (2013)","Horror","2-Nov-13","Japan","R",5.3,"84 min","Directed by Richard Raaphorst. With Robert Gwilym, Hon Ping Tang, Alexander Mercury, Luke Newberry. Toward the end of World War II, Russian soldiers pushing into eastern Germany stumble across a secret Nazi lab, one that has unearthed and begun experimenting with the journal of one Dr. Victor Frankenstein. The scientists have used the legendary Frankenstein's work to assemble an army of super-soldiers stitched together from the body parts of their fallen comrades -- a desperate Hitler's last ...","Robert Gwilym|Hon Ping Tang|Alexander Mercury|Luke Newberry|Joshua Sasse|Mark Stevenson|Andrei Zayats|Karel Roden|Klaus Lucas|Cristina Catalina|Jan de Lukowicz|Zdenek Barinka|Jan Mrkvicka|Linda Balabanova|Tereza Slavickova","English","Hornický Skanzen Mayrau, Vinarice, Kladno, Czech Republic",NA,14.0840335,50.1662081
"1599","The Chosen (2015)","Horror| Thriller","24-Jul-15","USA","R",3.6,"88 min","Directed by Ben Jehoshua. With Kian Lawley, Elizabeth Keener, Angelica Chitwood, Chris Gann. When a child-stealing demon attaches itself to a little girl, her family is thrust into a battle against time in order to save the girl and send the demon back to hell.","Kian Lawley|Elizabeth Keener|Angelica Chitwood|Chris Gann|Dayna Devon|Wiley B. Oscar|Mykayla Sohn|Casey James Knight|Emily Killian|Barbara Goodson|Melissa Navia|Johnny Alexander|Stefanie Estes|Lexi Flores|Brent Alan Henry","English","Los Angeles, California, USA",NA,-118.2436849,34.0522342
"1600","Extinction (2015)","Drama| Horror| Sci-Fi","31-Jul-15","USA","R",5.8,"112 min","Directed by Miguel Ángel Vivas. With Matthew Fox, Jeffrey Donovan, Quinn McColgan, Clara Lago. And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.","Matthew Fox|Jeffrey Donovan|Quinn McColgan|Clara Lago|Valeria Vereau|Eduardo Fedriani|Daniel Bargueño|Adam Zambryzcki|Matt Devere|Alex Hafner|Julio Perillán|Dénes Kiss|Lili Bordán|Jeremy Wheeler|Katharine Bubbear","English","Budapest, Hungary","€7,000,000",19.040235,47.497912
"1601","Abattoir (2016)","Horror| Mystery| Thriller","9-Dec-16","USA","R",4.4,"98 min","Directed by Darren Lynn Bousman. With Jessica Lowndes, Joe Anderson, Lin Shaye, Dayton Callie. An investigative reporter teams up with a police officer to solve the mystery of why a seemingly good man murdered her sister's family.","Jessica Lowndes|Joe Anderson|Dayton Callie|Lin Shaye|John McConnell|Bryan Batt|Michael Paré|J. LaRose|Jackie Tuttle|Jay Huguley|Aiden Flowers|Carol Sutton|Josh Berger|Terence Rosemore|Thomas Francis Murphy","English","New Orleans, Louisiana, USA",NA,-90.0715323,29.9510658
"1602","Detention (2011)","Comedy| Horror| Sci-Fi","13-Apr-12","USA","R",5.8,NA,"Directed by Joseph Kahn. With Josh Hutcherson, Shanley Caswell, Spencer Locke, Dane Cook. As a copycat killer named after movie villain Cinderhella stalks the student body at Grizzly Lake High School, a group of co-eds band together to survive while serving detention.","Alison Woods|Logan Stalarow|Julie Dolan|Shanley Caswell|Daniel Negreanu|Will Wallace|Josh Breeding|Marco Garcia|Josh Hutcherson|Mickey River|Jesse Heiman|Joseph Keane|Percy Daggs III|Parker Bagley|Marque Richardson","English","University High School - 11800 Texas Avenue, West Los Angeles, Los Angeles, California, USA","$10,000,000",-118.4611375,34.045413
"1603","A Haunting at Silver Falls (2013)","Horror| Thriller","28-May-13","USA","NOT RATED",4.8,"96 min","Directed by Brett Donowho. With Steve Bacic, Tara Westwood, Alix Elizabeth Gitter, James Cavlo. A small town is haunted by the twin daughters of a wrongfully convicted man. Young Jordan is sent down the path to who the real killer is, only to find the killer is very close to her.","Steve Bacic|Tara Westwood|Alix Elizabeth Gitter|James Cavlo|Nikita Ramsey|Jade Ramsey|Tadhg Kelly|James Ralph|Erick Avari|James C. Burns|Derek Fergus|Mark Scoltock|Zebulun Huling","English","Salem, Oregon, USA","$2,500,000",-123.0350963,44.9428975
"1604","Ratter (2015)","Drama| Horror| Thriller","12-Feb-16","USA","R",4.6,"80 min","Directed by Branden Kramer. With Ashley Benson, Matt McGorry, Kaili Vernoff, Rebecca Naomi Jones. A young graduate student is tormented by a stalker who hacks into her electronic devices and monitors her every move.","Ashley Benson|Matt McGorry|Kaili Vernoff|Rebecca Naomi Jones|Alex Cranmer|Michael William Freeman|John Anderson|Dylan Chalfy|Jeremy Fiorentino|Karl Glusman|Jon Bass|Tali Custer|Ted Koch|Jason Kolotouros","English","Bushwick, Brooklyn, New York City, New York, USA","$500,000",-73.9170604,40.6957755
"1605","Berserk: The Golden Age Arc I - The Egg of the King (2012)","Animation| Action| Adventure| Drama| Fantasy| Horror| War","26-Apr-12","Russia","TV-MA",7.7,"76 min","Directed by Toshiyuki Kubooka. With Hiroaki Iwanaga, Carrie Keranen, Takahiro Sakurai, Kevin T. Collins. He trusts no one, only his sword.","Hiroaki Iwanaga|Carrie Keranen|Takahiro Sakurai|Kevin T. Collins|Toa Yukinari|Yuki Kaji|Yoshiro Matsumoto|Minako Kotobuki|Takahiro Fujiwara|Kazuki Yao|Aki Toyosaki|Kenta Miyake|Nobuyuki Katsube|Rikiya Koyama|Hiroshi Arikawa","Japanese|English","Japan",NA,138.252924,36.204824
"1606","Stitches (2012)","Comedy| Horror","26-Oct-12","Ireland","R",5.7,"86 min","Directed by Conor McMahon. With Ross Noble, Tommy Knight, Eoghan McQuinn, Gemma-Leah Devereux. A clown comes back from the dead to haunt those who took his life during a fatal party mishap.","Ross Noble|Tommy Knight|Shane Murray-Corcoran|Gemma-Leah Devereux|Thommas Kane Byrnes|Eoghan McQuinn|Roisin Barron|Hugh Mulhern|Tommy Cullen|Lorna Dempsey|Jemma Curran|Ryan Burke|Valerie Spelman|Kelianne Coughlan|Kevin Smith","English","Dublin, Ireland",NA,-6.2603097,53.3498053
"1607","Sleeping Beauty (2014)","Adventure| Fantasy| Horror","16-Jul-14","South Korea","TV-14",2.7,"89 min","Directed by Casper Van Dien. With Finn Jones, Grace Van Dien, Catherine Oxenberg, Casper Van Dien. When a young Prince and his trusted aid learn of a beautiful Princess's cursed eternal slumber, they embark on a journey to rescue her. They must battle an evil queen and legions of undead monsters before she will be free.","Finn Jones|Grace Van Dien|Catherine Oxenberg|Casper Van Dien|Olivia d'Abo|David Elliot|Edward Lewis French|Maya Van Dien|Celeste Van Dien|Clive Sawyer|Christina Wolfe|Michael York|Dylan Vox|Georgia Hull|Gil Kolirin","English","Bulgaria",NA,25.48583,42.733883
"1608","Day of Reckoning (2016)","Action| Horror| Sci-Fi","8-Oct-16","USA",NA,3.3,"85 min","Directed by Joel Novoa. With Jackson Hurst, Heather McComb, Jay Jay Warren, Hana Hayes. Fifteen years ago evil creatures from the underworld plagued the Earth with the intent of eliminating mankind. Dubbed the Day of Reckoning by survivors of the hellish holocaust, warriors of mankind again must battle the forces of darkness.","Jackson Hurst|Heather McComb|Jay Jay Warren|Hana Hayes|Nick Gomez|Raymond J. Barry|Barbara Crampton|Randy Vasquez|Daz Crawford|Maz Siam|Luis Carazo|Ricardo Chacon|Vaughn Wilkinson|Timothy Charles Ryan Snyder|Pablo Garcia Croissier","English","Santa Clarita, California, USA",NA,-118.542586,34.3916641
"1609","Unsullied (2014)","Action| Horror| Thriller","28-Aug-15","USA","R",4.3,"93 min","Directed by Simeon Rice. With Rusty Joiner, Murray Gray, James Gaudioso, Cindy Karr. Follows Reagan, a track star, who is kidnapped by a pair of sociopaths after her car breaks down on a deserted road.","Rusty Joiner|Murray Gray|James Gaudioso|Cindy Karr|Nicole Paris Williams|Erin Boyes|Malone Thomas|Michelle Gracie|Ward G. Smith|Gene Michael|Derek Roberts|Bo Youngblood|Steve Heinz|Tommy Lentsch|Mary Leonard","English","Tampa, Florida, USA","$1,500,000",-82.4571776,27.950575
"1610","The Lesson (2015)","Drama| Horror| Thriller","29-Feb-16","UK","NOT RATED",4.3,"97 min","Directed by Ruth Platt. With Robert Hands, Evan Bendall, Michaela Prchalová, Dolya Gavanski. Two schoolboy delinquents learn a lesson that they will never forget when a teacher at the end of his tether decides to abduct them.","Robert Hands|Evan Bendall|Michaela Prchalová|Dolya Gavanski|Tom Cox|Rory Coltart|Michael Swatton|Charlotte Croft","English","Oxford, Oxfordshire, England, UK","£5,270,000",-1.2577263,51.7520209
"1611","Faces (2014)","Horror| Thriller","10-Oct-14","USA",NA,7.1,NA,"Directed by Tom Ryan. With Tom Ryan, Paul Gmitter, Edward X. Young, Deana Demko. Frank lived alone. He had no job, no friends and no girlfriend. Then Charlie came along and everything changed.","Tom Ryan|Paul Gmitter|Edward X. Young|Deana Demko|Bradley Creanzo|Joe Parascand|Jason Greco|Caroline Pozycki|Tom Schorr|Eddie McGhie|Michele O'Reilly|Andrew LaBruno|Rodrigo Bustamante|Michelle Rosado|Patrick Devaney","English","The Mojo Lounge, Jersey City, New Jersey, USA","$1,000",-74.0955638,40.7087143
"1612","Cub (2014)","Adventure| Horror","29-Oct-14","Belgium",NA,5.9,"84 min","Directed by Jonas Govaerts. With Maurice Luijten, Evelien Bosmans, Titus De Voogdt, Stef Aerts. Over-imaginative 12 year-old Sam heads off to the woods to summer scout camp with his pack convinced he will encounter a monster...and he does.","Maurice Luijten|Evelien Bosmans|Titus De Voogdt|Stef Aerts|Jan Hammenecker|Gill Eeckelaert|Noa Tambwe Kabati|Ricko Otto|Louis Lemmens|Thomas De Smet|Pieter De Brabandere|Jessie Tweepenninckx|Isah De Zutter|Hauke Geirnaert|Ebe Meynckens","Flemish|French|Dutch","Ardennes, Belgium",NA,5.5759208,50.181616
"1613","The Nightmare (2015)","Drama| Horror| Mystery","26-May-16","Germany",NA,6.7,"92 min","Directed by Akiz. With Carolyn Genzkow, Sina Tkotsch, Wilson Gonzalez, Arnd Klawitter. After attending a rave party, a teenage girl forms a bond with a strange monster as she suffers a slow chaotic mental breakdown.","Carolyn Genzkow|Sina Tkotsch|Wilson Gonzalez|Arnd Klawitter|Julika Jenkins|Aram Arami|Michael Epp|Lynn Femme|Kim Gordon|Moritz Leu|Lucia Luciano|Nura Habib Omer|Uwe Preuss|Joe Rilla|Alexander Scheer","German","Berlin, Germany","€80,000",13.404954,52.5200066
